idkunden;Nachname;Vorname;Geburtsdatum;Stadt
26671;Schwoch;Joachim;1955-11-05;Grünscheid
26672;Henneberg;Jan;1949-06-16;Wippra
26673;Jablonski;Raphael;1979-10-25;Bytom
26674;Panaitescu;Pedro Alexandro;1970-05-27;Iasi
26675;Correta;Falko Detlef;1961-02-17;Esmoriz-Ovar
26676;Manz;Dieter;1949-05-24;Sindelfingen
26677;Kremer;Christian;1973-07-18;Siegburg
26678;Kramer;Andreas;1978-01-30;?
26679;Glowa;Gerd;1960-12-06;Königsee
26680;Baskal;Sandro;1980-01-03;Saniye
26681;Heinecke;Manfred Gerhard;1949-05-06;Schönebeck/Elbe
26682;Heinrich;Robert;1942-11-05;Winz-Niederwenigern
26683;Bartsch;Klaus Josef;1958-09-07;Faßberg
26684;Schindele;Bernd Wilhelm;1967-02-14;Calw
26685;Adelmeier;Vladimir;1958-02-22;Wernigerode / Erfurt
26686;Baruti;Lupu;1982-02-20;Tirane
26687;Grund;Erwin Rudi;1928-07-17;Staaken
26688;Speicher;Leonardo;1978-04-24;Bochum
26689;Sänder;Ervin;1978-03-18;Gerabronn (Krs. Schwäbisch Hall)
26690;Müller;Wolfgang Horst Max Wilhelm;1950-04-30;Gefeldsberg
26691;Schlecht;Dimitrios;1933-07-06;Sindelfingen
26692;Schaller;Daniel;1982-09-21;?
26693;Khiar;Jürgen Werner;1970-01-25;Auch
26694;Andric;Riad;1973-07-01;Svilenva/Kosevo Serbien
26695;Sörgel;Florian Andreas;1968-08-23;Varel
26696;Röttger;Wolfgang;1941-12-12;?
26697;Tudor;Stefan;1969-05-31;Calarasi
26698;Lazoridis;Avdiya;1947-03-24;Goumenissa Kilkis
26699;Woch;Manfred Axel;1967-01-24;Höhefeld J Wertheim
26700;Heissenstein;Rene Erich;1968-09-17;Hildesheim
26701;Glinka;Franz - Xaver;1938-04-12;Ravensburg
26702;Hoffmann;Raimund Otto;1949-02-28;Sömmerda
26703;Öztoplu;Gerd;1945-02-11;Erzincan
26704;Constable;Paul;1951-03-26;British Ccitizen Isleworth
26705;Donat;Manfred;1958-12-27;Breslau
26706;Rittmann;Günter;1939-09-04;München
26707;Dietrich;Giuseppe;1979-02-24;Bremen
26708;Widrinski;Constantin;1959-08-10;Streitkirch-heute Borucin
26709;Kovacs;Dieter;1960-06-26;Baja
26710;Wrona;Manfred Klaus Fritz;1952-03-05;Hindenburg
26711;Renaud;Martin;1970-07-30;Stuttgart
26712;Ayeh;Hans-Dieter;1946-12-27;Lartey
26713;Becker;Antonio;1947-03-08;Kassel
26714;Knapik;Peter;1948-12-25;Wroclaw
26715;Colaci;Andrew;1958-06-03;Galatina / Lesse
26716;Bayram;Eduard;1950-09-05;Gaildorf
26717;Aubrun;Volker;1953-09-03;St. Amand Mantrand
26718;Aousdji;Umut;1977-12-19;Mailand
26719;Wrona;Peter;1937-10-14;Hindenburg
26720;Möller;Gerd;1964-03-06;?
26721;Weishaupt;Michael;1972-01-17;München
26722;Petrak;Paul;1945-01-01;Kropstädt
26723;Balti;John;1952-04-03;Sousse
26724;Nakopoulos;Gerd;1940-01-09;Leonberg
26725;Dobak;Andreas Rolf;1956-08-13;Liptovsky Mikulas
26726;Hillmann;Detlef;1968-03-21;Leipzig
26727;Pullera;Bernhard;1943-06-02;Rocca di Neto
26728;Schönstein;Peter;1962-02-14;Bad Urach
26729;Stolle;Erich;1944-04-18;Bad Dürrenberg
26730;Blume;Peter;1964-04-16;Leipzig
26731;Erfurt;Frank;1961-01-02;Freital / Dresden
26732;Wieland;Anton;1949-10-22;Ilsfeld
26733;Kohnle;Manfred;1955-10-27;RuiT-Ostfildern
26734;Kurz;Jochen;1961-11-05;Stuttgart
26735;Binder;Ewald Alexander;1972-03-13;Berlin
26736;Heinroth;Jörg;1970-04-27;Wallhausen
26737;Totterwitz;Roberto;1965-10-09;Freitall
26738;Krug;Jens;1971-09-13;?
26739;Rilling;Redzo;1947-04-23;Jessen/Elster
26740;Krsnik;Andreas;1966-06-10;Zagreb
26741;Zepf;Lutz;1960-07-14;Konstanz
26742;Wozniak;Patrick;1981-03-22;Thorn / Westpreußen
26743;Thal;Peter Erwin;1962-03-25;Petroschen / Rumänien
26744;Franke;Jürgen;1958-02-13;?
26745;xyz;Kurt;1951-03-08;x
26746;Dickmann;Erhard Frank;1967-08-05;Bietigheim
26747;Fröhling;Adam;1959-07-17;Berlin
26748;Klein;Michael;1948-02-17;Bietigheim
26749;Abidet;Thomas Heinrich;1969-10-20;Rouiba
26750;Troitski;Karl;1948-04-19;Kemerovskja
26751;Manz;Nasip;1974-02-14;Sindelfingen
26752;Bitolykos;Walter;1960-03-21;votonosi
26753;Tesmer;Dieter Hans;1971-02-12;Berlin
26754;Hortas;Danijel;1981-06-20;Barcelona
26755;Schwarz;Erwin;1945-03-13;?
26756;Schulze;Andrew John;1958-10-10;Brandenburg
26757;Neumaier;Gerhard-Julius;1940-11-09;Stuttgart
26758;Härtling;Josef;1932-09-08;Köthen
26759;Birkenheier;Ramzi;1978-06-01;Etschka
26760;Terzier;Vladimir;1981-10-30;?
26761;Alles;Thomas Robert;1960-07-22;Stuttgart
26762;Taulli;Roland;1975-05-17;Essen
26763;Rizzo;Johannes;1956-10-20;Pforzheim
26764;Georgiou;Maik;1980-01-26;Parga
26765;Fröhlich;Josef;1971-08-16;Leipzig
26766;Lofink;Joachim Ulrich;1962-05-10;Waiblingen
26767;König;Andreas Rolf;1956-08-13;Lehnin
26768;Kappenberger;Karl-Heinz;1949-03-20;Freising
26769;Weißleder;Augustine-Nwanko;1962-06-21;Fürstenfeldbruck
26770;Göhrung;Michael;1963-01-04;Ravensburg
26771;Loserth;Andrew;1958-06-03;Bad Aebling
26772;Heinz;Klaus Achim;1951-05-02;Kiel
26773;Unkrüer;Martino;1969-11-11;Soest
26774;Schmidt;Jörg;1961-09-01;Stuttgart
26775;Schneider;Heiko;1965-07-16;Giessen
26776;Cayir;Josef;1938-12-31;Aksaray
26777;Jantz;Stephan Wolfgang;1983-10-12;Zwickau
26778;Georg;Ewald;1944-03-17;Stuttgart - Bad Cannstatt
26779;Kempkens;Dirk;1959-08-31;Krefeld-Ürdingen
26780;Svagonja;Janis;1949-06-18;Bjelovar
26781;Aslan;Holger;1955-02-06;Pazarbelan
26782;Rott;Siegfried Josef;1961-11-03;Stuttgart
26783;Cyllik;Horst;1959-10-23;Templin
26784;Ziat;Bernd;1970-04-14;Chichaoua
26785;Wolter;Willi;1943-02-18;Berlin
26786;Niemann;Jürgen;1962-08-07;Northeim
26787;Mirza;Andrej;1970-09-05;Tirgu Mures
26788;Kokeny;Robert;1968-07-05;Rimavska sobota
26789;Schulz;Narciso;1971-10-17;Stuttgart
26790;Stahl;Martin Antony;1960-10-08;Flochberg
26791;Schmidt;Umut;1977-12-19;Nürtingen
26792;Zürn;Zsolt;1980-06-18;Gommersdorf/Künzelsau
26793;Breitenbach;Darnell Andrew;1981-07-02;Rauenberg-Freudenberg
26794;Hennenberg;Raffaele;1977-05-16;Siegen
26795;Bobák;Sven Steven;1987-08-25;Rimavská Sobota
26796;Schindler;Gerhard;1940-02-21;Bischofswerda
26797;Girgis;Hans-Georg Wilhelm;1960-03-10;Kairo
26798;Brendlin;Clifford;1949-04-27;Bad Homburg
26799;Karadag;Kamil;1976-01-12;Ankara
26800;Ulferts geb. Oelschläger;Holger;1963-10-28;Wernigerode
26801;Hermann;Erik;1979-08-11;Gerabronn
26802;Oliveira Forra;Ricardo Angel;1942-08-02;Portugal
26803;Bayram;Nasser;1963-11-29;Gaildorf
26804;Gschnitzer;Riza;1972-07-17;Mutlangen
26805;Dos santo brito;Heiko;1965-07-16;Sebastiao da Pedreira
26806;Scharmberg;Dino;1974-05-17;Prerow/Rostock
26807;Böhm;Klaus;1959-08-01;?
26808;Shul ´man;Hidir;1979-04-23;Novosibirsk
26809;Papadopoulos;Joao Manuel;1971-07-20;Kasachstan
26810;Schmidt;Dashamir;1958-03-10;?
26811;Cornelius;Wilhelm Adolf Helmut;1934-05-07;Kronenburg
26812;Löprich;Jürgen;1955-12-06;Agnetheln
26813;Timmer;Harry;1975-03-25;keine Angabe
26814;Marin;Lothar;1953-02-03;Esslingen
26815;Weik;Gottfried;1935-09-22;?
26816;Oesemann;Oliver;1968-12-26;?
26817;Pantos;Marcus Klaus;1975-05-16;Kerkyra
26818;Blatt;Kwame Osei;1977-04-09;Wendel
26819;Pernjak;Robert;1931-08-20;Waiblingen
26820;Ullrich;Ernst;1928-02-14;Freiburg
26821;Dorner;Manfred;1967-01-17;Urach
26822;Stumpf;Francis Andre Bernard;1956-07-12;Gerthhausen
26823;test200;Detlef Wingolf;1952-10-24;
26824;Kunze;Martin Johann;1977-08-24;Duisburg
26825;Saridzic;Jorge;1963-01-29;Zagreb
26826;Wentorf;Calin;1954-03-24;Wuppertal - Elberfeld
26827;Topp;Leon;1954-03-16;?
26828;50-2-2;Hans-Hermann;1954-01-02;a
26829;Herrmann;Volker;1954-06-21;Frankenberg
26830;Nitsche;Eckhard;1953-06-23;Waldshut
26831;Nöhles;James;1970-01-01;Rathenow
26832;Götze;Guido-Andreas;1967-10-10;Berlin - Steglitz
26833;Schmid;Günther;1957-07-18;Hechingen
26834;Pallmann;Alfred;1934-11-26;Gaildorf
26835;Takam;Giche Grace;1970-05-07;Bandjoun / Kamerun
26836;Genutis;Georg;1953-09-06;Palanga
26837;Sklawunos;Stephan;1975-07-07;Bielskobiala
26838;Kaczmarek;Hans-Jürgen;1952-11-26;Köthen
26839;Hunsicker;Dominik Rafal;1975-05-03;?
26840;Andric;Harry Heinrich;1957-02-08;Svilenva/Kosevo Serbien
26841;Gunaseelan;Waldemar;1964-01-12;Point Pedro
26842;Schoppa;Georg;1957-03-11;Stuttgart-Zuffenhausen
26843;Schuhmacher;Olaf;1964-09-18;?
26844;Fernkorn;Klaus;1945-09-01;Schramberg
26845;Jedele;Johann;1964-04-19;Stuttgart
26846;Radtke;Tarmo;1981-06-26;Mittweida
26847;Bodesinsky;Johann;1965-03-06;Lauf/Peg
26848;Sporbert;Günther Fritz;1952-06-05;Brandis/Wurzen
26849;Osmanoglou;Peter;1974-08-28;?
26850;Hofmann;Dirk;1973-10-12;Marbach am Neckar
26851;Ottemann;Fritz;1951-03-27;Apolda
26852;Wilde;Wolfram;1975-04-28;Offenbach
26853;Bolz;Matthias Lothar;1961-04-20;Stuttgart
26854;Ozanne;Celik;1961-01-11;angebl. unbekannt
26855;Mittel;Robert;1962-07-08;Mannheim Waldhof
26856;Vojtek;Manfred;1972-05-13;Brüntal
26857;Rosa Paulo;Klaus;1983-04-25;Santo Andre das Tojeiras Castello Branco
26858;Hohmann;Martin Ernst Volker;1974-02-12;Winsen an der Luhe
26859;Bauer;Dieter;1961-11-14;Heidelberg
26860;Agler;Oliver;1972-01-29;Stuttgart
26861;Hönig;Herbert Günter;1951-11-27;St. Johann Mayen
26862;Kröcher;Andreas;1968-05-18;Rostock / Mecklenburg
26863;Vögele;Sergejs;1975-01-22;Aalen
26864;Horwath;Silvio;1967-11-15;Walldürn
26865;Kömling;Sirin;1956-01-01;Lörrach
26866;Giese;Werner Georg;1942-11-15;Seelow
26867;Tischmeier;Hermon;1977-10-18;?
26868;Beck;Günter;1942-09-01;Stuttgart
26869;Pokoy;Manfred Hans Kurt;1947-08-14;Horezu
26870;Stober;Jlias;1959-09-18;?
26871;Fiser;Fred;1968-01-04;Frydek--Mistek
26872;Wanielik;Udo;1966-07-20;Kirchheim unter Teck
26873;Schüßler;Thomas;1963-11-04;Ehingen
26874;Bodtner;Peter;1964-02-13;Göppingen
26875;Fötsch;Egon;1960-02-13;Michelfeld
26876;Stavros;Reinhard;1970-12-16;Appen Male
26877;Uhlig;Axel Michael;1971-02-02;?
26878;Federico Lettezgki;Frank;1968-07-22;Asmara
26879;Fischer;Mike;1976-12-21;Mühlacker
26880;Diesener;Leonardo;1978-04-24;Charlottenburg
26881;Weiss;Wolfgang Günter;1952-05-12;Metzingen
26882;Karn;Joachim Otto;1960-02-25;?
26883;Fkrzybczyk;Nebojsa;1957-05-29;Polen
26884;Kostyukovskiy;Klaus;1941-09-21;St. Petersburg
26885;Datso;Karol;1980-01-22;Ukraine
26886;Hermann;Norbert;1958-08-19;Gerabronn
26887;Ibscher;blaksgö;1980-01-01;Hofstetten
26888;Jordan;Ewald;1976-11-30;Stuttgart
26889;Hanold;Rahman;1972-08-10;Lahr
26890;Sampaio Da Silva;Germano;1959-11-09;Amarante
26891;Hahnebeck;Heinz Erich;1959-08-16;Schwelm
26892;Born;Walter;1930-05-29;Pforzheim
26893;Pietrzak;Karl-Heinz;1970-08-03;Wroclav
26894;Haller;Heiko Waldemar;1966-03-20;Stuttgart
26895;Vogel;Hans-Dieter;1958-04-05;Creussen / Bayreuth
26896;Gassmann;Heinz Otmar;1941-06-25;Stuttgart
26897;Salhoff;David Michael;1976-05-07;Cottbus
26898;Gläser;Siegfried;1974-08-24;Mühlacker
26899;Meyer;Jörg;1957-03-23;Zwickau
26900;Sterenberg;Rainer;1965-11-05;Hameln
26901;Szczeszek;Elmar;1967-06-21;?
26902;Merk;Carsten;1962-02-20;Leutkirch
26903;Becker;Harald;1963-07-11;Nauroth / Rheinland-Pfalz
26904;Gregorio da Chunha;Lutz;1968-09-29;Vila Puca da Aguiar
26905;Knabenschuh;Peter;1949-01-30;Gladbeck
26906;Focke;Yves;1975-08-13;Werl
26907;Dietz;Janek-Roman;1972-03-11;Schwarzbach
26908;Steinbuch;Risto;1985-05-20;Cannstatt
26909;Günsch;Horst;1938-03-16;Neustadt
26910;Feddeck;Alfred Friedrich;1960-08-13;Oranienburg
26911;Janzen;Winfried udo;1963-09-09;Nekrassowo
26912;Bonanno;Manuel;1980-04-28;Catania / Napoli
26913;Lehmann;Manfred Peter;1957-05-11;Leverkusen
26914;Scheib;Zemir;1966-09-24;Landau
26915;Zerber;Theocharis;1965-08-22;Gräfenberg
26916;Weisgerber;Roland;1953-08-11;?
26917;Flach;Waldemar Stanislaw;1955-01-22;Riedlingen
26918;Schreckenbach;Hasan Mohamad;1975-04-23;Kiel
26919;Sassano;Peter;1948-12-25;Sansevero Foggia
26920;Fliegauf;Peter;1970-08-29;Lauda / Main-Tauber-Kreis
26921;Schwab;Günther;1949-09-03;?
26922;Steinke;Karl-Heinz;1961-09-21;Kleinmachnow
26923;Zienert;Evgeny;1942-11-09;Stuttgart
26924;Kraus;Thomas;1962-05-18;Dannenberg
26925;Kheriji;René-Daniel;1949-02-19;Tunis
26926;Kamenik;Uwe;1958-07-15;?
26927;Kandiah;Joachim;1961-01-16;Analaithiuu
26928;Eckardt;Naziri;1982-01-21;Crimmitschau
26929;Say;Roman;1974-10-24;Banjul
26930;Meißner;Bernd-Klaus;1954-10-04;Remscheid
26931;Born;Georg;1966-08-26;Berlin
26932;Kuhnke;Piotr Adam;1972-08-09;Kiel
26933;Brand;Celso Francisco;1981-07-20;Konstanza
26934;Scherer;Michael Josef;1941-02-18;?
26935;Chkriabine;Ralph;1962-09-18;Moskau
26936;Zeich;Jochen;1961-11-05;?
26937;Groß;Joachim Ulrich;1962-05-10;Mühlbach am Glan
26938;Nasshan;Jan;1966-05-03;Ramstein
26939;Flad;Karl;1949-11-03;Willmandingen
26940;Horoz;Kemal;1968-09-03;Stuttgart
26941;Erfurt;Bertrand;1984-07-27;Freital / Dresden
26942;Urbanski;Hans Dieter;1964-12-31;Stuttgart B. Cannstatt
26943;Hirsch;Gerhard;1951-03-29;Gaildorf
26944;Ritter;Jürgen;1962-08-07;?
26945;Biehle;Günter Erich Alwin Wilhelm;1932-01-14;?
26946;Stätter;Frank Reiner;1957-12-10;Stgt.-Untertürkheim
26947;Scharrmann;Frank Armin;1969-08-13;Radevormwald
26948;Gutdabelli;Edgar;1937-01-22;Turiamova
26949;Klaus;Jörg Walter;1969-04-19;?
26950;Balazsy;Manfred;1963-03-03;Levice
26951;Himmel;Erhardt Manfred Udo;1947-05-24;Berlin
26952;Georg;Norbert Gerorg;1956-11-19;Stuttgart - Bad Cannstatt
26953;Amendola;Zeki;1965-01-01;?
26954;Giese;Daniel;1982-03-03;Nowa Ruda
26955;Olenberg;Toma;1978-11-20;?
26956;Matter;Lothar;1953-02-03;Heidelberg
26957;Lurz;Jürgen;1964-03-03;Hilgert / Westerwald
26958;Zepf;Helmut Peter;1959-04-20;Konstanz
26959;Bernhardt;Marcus;1982-03-26;Rottweil
26960;Ohm;Thomas;1958-03-10;Bergen
26961;Schmacht;Christian;1959-08-19;Ringen / Grafschaft
26962;Jäckel;Benedict;1943-10-22;Sachsenther
26963;Beyer;Jakob Mario;1960-11-27;Schlema
26964;Weis;Günther Fritz;1952-06-05;Dernbach
26965;Knabenschuh;Thomas;1974-01-09;Gladbeck
26966;Carada;Jürgen Richard;1961-02-02;Bratislava
26967;Zertus;Thomas;1959-10-21;Zagreb
26968;Lukasczyk;Martin;1963-12-15;Byton / Polen
26969;Sucu;Kai, Uwe;1965-09-20;Gaziantep
26970;Look;Josef;1954-05-06;Recklinghausen
26971;Lichte;Denes;1970-08-21;Bad Oenhausen
26972;Sulovski;Herbert;1961-10-03;?
26973;Arslan;Markus;1959-11-05;Tunceli
26974;Panagiotopoulos;Ciprian-Ionut;1990-03-08;Volos
26975;Püspöki;Tomasz Hubert;1975-11-13;Budapest
26976;Schäfer;Berno Horst;1957-10-22;?
26977;Say;Erhard Frank;1967-08-05;Banjul
26978;Spanu;Mohamed;1974-09-23;Stuttgart
26979;Gehrke;Hans-Dieter;1943-12-12;Wolfen / Bitterfeld
26980;Kraft;Jaloul Mouldy;1976-02-06;Berlin
26981;Birkenheier;Ralf;1975-05-25;Etschka
26982;Andreijanic;Ashok Kumar;1965-01-01;Stuttgart
26983;Montoneri;Ralf;1965-06-22;Avola
26984;Jöck;Spiridon;1940-01-06;Apolda
26985;Mortaji;Jürgen Paul;1946-12-13;Bijar
26986;Vinci;Werner;1951-09-03;Mesagne
26987;Averhoff;Alfred;1952-08-24;Elmshorn
26988;Hunsicker;Marko;1966-09-10;?
26989;Hannig;Ralf;1970-09-24;Breddin
26990;Da silva goncalves;Nikolaus;1973-09-23;Agueda
26991;Nalenz;Franz - Xaver;1938-04-12;Marienwerder
26992;Verner;Michael;1967-03-09;Ukraine
26993;De Oliveira Costa;Branko;1955-01-04;Mafamude Vila nova de Gaia
26994;Janßen;Hans-Joachim Jürgen;1953-09-13;?
26995;Schneiderling;Amar-Rok;1986-05-26;Leipzig
26996;Ranjbar;Dro Stefan;1959-01-04;Theheran
26997;Jach;Klaus Dieter;1958-03-03;Stuttgart Bad-Cannstatt
26998;Andreijanic;Ulrich Aug.Fr.;1953-03-25;Stuttgart
26999;Kapelanski;Michael;1968-12-02;Stuttgart
27000;Obeid;Samir;1971-02-07;Hara
27001;Von Bresinski;Manfred Wilhem;1933-06-08;Nauen / Brandenburg
27002;Queissner;Schiva Alive;1949-02-28;?
27003;Skobelev;Uwe;1964-01-15;Petersburg
27004;Stooß;Mario;1982-09-24;Stuttgart
27005;Yogendra Singh;Kai Martin;1981-05-17;?
27006;Heise;Khalil;1967-01-01;Bohnsdorf
27007;Wipper;Norbert;1958-08-19;Neibsheim
27008;Kattge;Robin;1983-11-23;Erfurt
27009;Mate;Lazlo;1956-08-31;Oradea
27010;Damerau;Herbert;1956-11-18;Heinzenbach
27011;Schmitkal;Waldemar Georg;1955-06-06;Fergana
27012;Sternberg;Dimitrios;1964-01-03;Berlin
27013;Dhifallah;Sven-Olaf;1970-07-29;Tazarka
27014;Fernandes Diaz;Julius;1940-07-29;Paradela
27015;Gabriel;Klaus Frank;1966-12-16;Bad Cannstat
27016;Winkler;Helmut-Wilhelm;1958-09-25;Stgt.-Degerloch
27017;Helfrich;Yakup;1983-01-10;Griesbach im Rottall
27018;Reinicke;Gerd;1946-01-19;Goslar
27019;Stoniewski;Abdinasir Hassan;1960-06-26;?
27020;Späth;Martino;1969-11-11;Bietigheim-Bissingen
27021;Sabas;Martin;1973-07-28;Lünen
27022;Saupe;Maxim;1971-01-08;Zwickau
27023;Häbich;Yasin;1979-05-01;Stuttgart
27024;Schmelling;Olegs;1972-08-30;?
27025;Demircan;Seyho;1979-08-20;Kiziiliepe
27026;Varacka;Horst Dieter;1948-12-07;Karlsbad
27027;Aneiros Castro;Frank Eugen Josef;1959-11-05;Montevideo / Uruguay
27028;Capan;Adolf;1935-02-21;Korudibi/ Türkei
27029;Oetzel;Natale France.;1960-12-02;Witzenhausen
27030;Steckel;Mike;1973-04-16;Villingen
27031;Kuzmann;Horst;1940-07-23;?
27032;Hasselbach;Enzo Aaron;1979-11-15;Pawlodar
27033;Frohms;Benjamin;1977-01-28;Celle
27034;Holste;Lothar;1931-12-19;Magdeburg
27035;Müller;Winfried;1961-01-16;Halle (Saale)
27036;Travaglione;Johann;1949-11-13;Neapel
27037;Renner;Klaus Wilhelm;1954-02-12;Esslingen a. Neckar
27038;Berndt;Willi;1953-09-12;Sömmerda / Thüringen
27039;Lofink;Uwe;1965-11-17;Waiblingen
27040;Baumeister;Uwe;1960-07-13;Alpirsbach
27041;Zeiler;Viktor;1979-09-27;Eislingen/Fils
27042;Sänder;Hans;1940-02-19;Gerabronn (Krs. Schwäbisch Hall)
27043;Meisterling;Andreas;1965-04-29;Wettringen
27044;Hägele;Lothar;1942-06-16;Stuttgart
27045;Moreira Carvahlo;Raffaele;1957-02-14;Felgueiras St.-Eulalia
27046;Vincent;Eduard;1950-09-05;Dameleuieres
27047;Saul;Jan;1966-05-03;Burgau
27048;Temeheimonot;Selahattin;1956-06-06;Asmarah
27049;Frey;Bernd Jan;1954-03-14;Nagold
27050;Pohlit;Michael;1956-07-05;Esslingen a. Neckar
27051;Mährle;Jürgen Michael;1962-06-22;Stuttgart
27052;Horvath;Anton;1957-08-02;Rimavska Sobota
27053;Wagner;Oktay;1964-01-04;Gaildorf
27054;Raczkowski;Josef-Peter;1937-02-03;Bischofsburg
27055;Drengk;Branko;1955-01-04;Heidelberg
27056;Hertrich;Peter;1948-08-19;Landshut
27057;Schramm;Ferdinand Adolf Hermann;1961-03-03;Sindelfingen
27058;Zurhove;Klaus Frank;1966-12-16;Viersen
27059;Seel;Giorgio;1981-07-05;?
27060;Otto;Joachim;1958-04-12;?
27061;Horvath;Thomas;1977-05-16;Lucenec
27062;Schöttler;Bertram Benedikt;1955-08-19;Schwenningen
27063;Steffen;Paramanandam;1952-07-07;Bocholt
27064;Riess;Manuel;1978-10-04;Chocznia
27065;Illi;Gerd  Hilmar;1950-12-07;Leonberg
27066;Knaak;Jagiela;1983-06-17;?
27067;Patyk;Stephan;1969-05-30;Leipzig
27068;Bildat;Frank;1959-05-16;?
27069;Rosenmayer;Raimund;1953-05-28;Schw. Gmünd
27070;Gündogdu;Stefan;1937-12-15;Cayirli Erzincan
27071;Maurer;Walter;1932-05-01;STGT.
27072;Benz;Bernd-Klaus;1954-10-04;Bad Cannstadt
27073;Ising;Andreas;1964-07-20;?
27074;Feldberg;Thorsten;1959-04-15;Stralsund
27075;Test hpl;Roman;1978-07-25;irgendwo
27076;Menter;Siegfried Anton;1944-06-16;Neubrandenburg
27077;Aksu;Aydemir;1973-06-17;Rastatt
27078;Sausen;Peter Klaus;1958-06-03;?
27079;Gheorghe;Herbert Georg;1944-04-28;Calarasi
27080;Haack;Edmund;1945-08-26;Tostedt / Harburg
27081;Scharf;Thomas Kwadowo;1960-06-22;?
27082;Bretz;Thomas;1966-07-30;?
27083;Mahr;Marcel Uwe;1977-06-24;Magstadt
27084;Fisz;Heinz Adolf;1941-04-27;Chelm
27085;Dantin;Joachim Otto;1960-02-25;München
27086;Vetter;Donald Lothar;1968-03-14;Gelsenkirchen
27087;Eleftheriadis;Achim Axel Detlef;1958-12-17;
27088;Plievier;Manfred Axel;1967-01-24;Karlsruhe
27089;Schulze;Karl-Georg;1935-12-03;Brandenburg
27090;Drexelius;Alexander;1973-05-02;Nagold
27091;Hermann;Günther Paul;1968-07-12;München
27092;Thiel;Tomas;1979-10-29;Horb am Neckar
27093;Kurek;Peter;1963-12-24;Ostfildern-Ruit
27094;Rott;Holger;1965-12-03;Stuttgart
27095;Pohl;Ionut;1980-08-26;Tilsit
27096;Meyer;Mathias Thomas;1968-09-12;Vilshofen
27097;Bergtich;Peter;1966-12-20;Telgte
27098;Graci;Mustafa;1958-04-01;Licata (AG)
27099;Wanielik;Engelbert;1934-11-02;Kirchheim unter Teck
27100;Viehweger;Niels;1971-12-27;Stuttgart
27101;Brauns;Jens;1971-09-13;Dortmund
27102;Jüttner;Andreas Rolf;1956-08-13;Eschwege
27103;Bronner;Frank Eugen Josef;1959-11-05;Regensburg
27104;Kropp;Efosa;1978-01-10;Berlin
27105;Haaß;Peter;1966-09-19;Darmstadt
27106;Gazegorz;Zemir;1966-09-24;Zory
27107;Häbich;Ralf;1971-10-10;Stuttgart
27108;Koller;Ingo;1959-03-27;Freyung
27109;Kiesewetter;Günter W.;1953-08-28;Ottmachau
27110;Kremer;Werner;1956-12-05;Siegburg
27111;Tenda;Ewgenij;1977-08-29;Ovadas
27112;Englich;Alessandro;1976-06-27;unbekannt
27113;Schuldt;Markus Zeno;1961-07-13;Stuttgart
27114;Fuchs;Dietmar;1956-06-10;Neuenburg / Enzkreis
27115;Schmich;Peter;1967-02-14;?
27116;Schwarten;Sten;1979-07-21;Hamburg
27117;Aurino;Kasimir;1956-10-25;Buenos Aires
27118;Blessing;Anton;1949-10-22;Stuttgart
27119;Ocker;Ylli;1983-04-29;Fleinheim / Nattheim
27120;Es Sahel;Michael;1963-04-26;Tamegroute Zagora
27121;Kramer;Uwe Hans;1961-08-11;Göppingen
27122;Back;André;1976-08-27;?
27123;Bamberg;Roland-Willi;1943-05-02;Düsseldorf
27124;Gheorghe;Michael;1968-12-02;Calarasi
27125;Menter;Erich;1943-01-25;Neubrandenburg
27126;Satow;Reinhard;1944-09-02;Hamburg
27127;Thornton;Klaus-Gerhard;1951-04-04;?
27128;Weichert;Albert;1936-11-01;?
27129;Rode;Fairine;1977-09-09;?
27130;Harn;Gerd;1958-04-13;?
27131;Schrumpf;micha;1969-02-25;Heiligenstadt
27132;Unruh;Bodo;1942-04-24;?
27133;Fischer;Elvings;1974-08-19;Furth im Wald
27134;Fanty;Rainer;1946-09-25;Neudorf
27135;Odenbreit;Mettin Manuel;1974-08-02;Simmern
27136;Sarian;Massimiliano;1976-11-24;Isfahan
27137;Meyer;Dietmar;1960-02-12;Zwickau
27138;Edward;Klaus Dieter;1959-01-27;?
27139;Das;Ioannis;1963-03-28;Bremerhaven
27140;Tot;Kurt;1955-10-19;Schwäbisch Hall
27141;Stern;Daniel;1973-11-16;Bopfingen
27142;Lemke;Heiko;1956-04-28;Schipizino
27143;Sigloch;Helmut Ferdinand;1943-11-12;Hamburg
27144;Bielecki;Thomas;1964-10-14;Legionowo
27145;Lettl;Kamil;1976-01-12;Herborn
27146;Parrotta;Fred;1959-10-09;Rossano
27147;Stensky;Hermann Karl;1945-05-10;Berlin
27148;Jourdan;Thomas;1968-05-17;Schwäbisch Gmünd
27149;Stanzani;Ion;1968-09-16;Goro Ferrara
27150;Blagojevic;Aydemir;1973-06-17;Palackovci
27151;Simon;Peter;1963-12-24;?
27152;Flößer;Rene;1986-04-02;Stuttgart
27153;Nantsou;Paulo J Gomes;1973-06-21;Florina
27154;Fülling;Markus;1973-08-11;Stuttgart
27155;Schneider;Marion;1962-02-18;?
27156;Bolz;Rüdiger Udo;1961-07-24;Stuttgart
27157;Tielesch;Pireh Babi;1967-05-04;Plochingen
27158;Piromalli;Viatcheslav;1968-02-02;Vaihingen an der Enz
27159;Flebbe;Volker;1959-06-20;Hepstedt
27160;Weise;Hartmut Peter;1957-08-18;Pössneck
